"Story","Title","Result","Date","Stability","Duration (s)"
"Order a coffee","Buyer orders a coffee when they are close to the coffee shop","SUCCESS","2022-05-07T17:45:45.493105+03:00[Asia/Amman]","0.0","0.28"
